datetime,open,high,low,close,volume
2026-04-23 14:00:00,4724.115,4736.465,4716.775,4733.495,60
2026-04-23 15:00:00,4733.515,4740.905,4715.975,4720.275,60
2026-04-23 16:00:00,4720.345,4736.985,4715.405,4732.835,60
2026-04-23 17:00:00,4732.825,4734.385,4664.045,4709.135,60
2026-04-23 18:00:00,4709.185,4721.915,4699.165,4700.745,60
2026-04-23 19:00:00,4700.665,4704.345,4689.195,4695.915,60
2026-04-23 20:00:00,4695.945,4698.045,4686.415,4692.355,60
2026-04-23 22:00:00,4698.245,4702.195,4689.845,4692.865,60
2026-04-23 23:00:00,4692.765,4700.515,4686.625,4695.025,60
2026-04-24 00:00:00,4695.025,4707.775,4690.495,4704.365,60
2026-04-24 01:00:00,4704.345,4710.935,4690.025,4699.225,60
2026-04-24 02:00:00,4699.195,4700.335,4672.965,4676.445,60
2026-04-24 03:00:00,4676.415,4678.065,4668.305,4671.975,60
2026-04-24 04:00:00,4671.665,4676.795,4657.485,4674.205,60
2026-04-24 05:00:00,4674.275,4687.115,4669.335,4686.345,60
2026-04-24 06:00:00,4686.375,4688.035,4666.515,4671.685,60
2026-04-24 07:00:00,4671.605,4694.995,4670.735,4694.285,60
2026-04-24 08:00:00,4694.245,4697.315,4684.925,4690.615,60
2026-04-24 09:00:00,4690.635,4696.535,4679.115,4681.815,60
2026-04-24 10:00:00,4681.805,4686.075,4674.455,4677.625,60
2026-04-24 11:00:00,4677.565,4717.195,4677.565,4706.685,60
2026-04-24 12:00:00,4706.705,4711.625,4690.155,4700.555,60
2026-04-24 13:00:00,4700.765,4717.185,4689.545,4710.665,60
2026-04-24 14:00:00,4711.475,4739.995,4706.725,4726.225,60
2026-04-24 15:00:00,4726.275,4733.155,4714.475,4726.935,60
2026-04-24 16:00:00,4726.935,4729.565,4718.965,4726.655,60
2026-04-24 17:00:00,4726.655,4730.065,4718.785,4723.245,60
2026-04-24 18:00:00,4723.245,4724.715,4716.605,4722.585,60
2026-04-24 19:00:00,4722.625,4725.995,4713.515,4716.265,60
2026-04-24 20:00:00,4716.115,4717.245,4705.085,4707.865,60
2026-04-26 22:00:00,4697.248,4703.995,4679.945,4684.078,60
2026-04-26 23:00:00,4684.078,4684.705,4674.655,4679.825,60
2026-04-27 00:00:00,4679.715,4698.145,4672.025,4697.605,60
2026-04-27 01:00:00,4697.555,4709.605,4690.535,4702.415,60
2026-04-27 02:00:00,4702.445,4723.175,4696.045,4718.055,60
2026-04-27 03:00:00,4717.925,4729.315,4714.105,4723.925,60
2026-04-27 04:00:00,4723.945,4729.875,4722.495,4724.775,60
2026-04-27 05:00:00,4724.805,4725.185,4708.425,4709.875,60
2026-04-27 06:00:00,4709.885,4715.565,4708.945,4712.595,60
2026-04-27 07:00:00,4712.538,4718.205,4709.785,4713.235,60
2026-04-27 08:00:00,4713.285,4714.575,4705.305,4706.735,60
2026-04-27 09:00:00,4706.805,4708.145,4699.155,4703.555,60
2026-04-27 10:00:00,4703.575,4710.865,4699.405,4708.765,60
2026-04-27 11:00:00,4708.795,4709.075,4700.005,4704.785,60
2026-04-27 12:00:00,4704.825,4712.475,4696.675,4699.015,60
2026-04-27 13:00:00,4699.045,4703.305,4688.825,4695.935,60
2026-04-27 14:00:00,4695.945,4696.585,4676.395,4678.005,60
2026-04-27 15:00:00,4678.045,4682.345,4667.055,4669.805,60
2026-04-27 16:00:00,4669.805,4679.325,4667.055,4676.525,60
2026-04-27 17:00:00,4676.525,4685.935,4668.115,4682.015,60
2026-04-27 18:00:00,4682.035,4685.325,4678.765,4680.465,60
2026-04-27 19:00:00,4680.445,4682.505,4676.485,4680.695,60
2026-04-27 20:00:00,4680.665,4682.315,4677.175,4680.565,60
2026-04-27 22:00:00,4681.698,4690.955,4681.175,4687.455,60
2026-04-27 23:00:00,4687.448,4694.895,4686.785,4691.705,60
2026-04-28 00:00:00,4691.855,4701.015,4690.105,4690.275,60
2026-04-28 01:00:00,4690.295,4691.375,4669.045,4670.345,60
2026-04-28 02:00:00,4670.295,4679.625,4666.065,4668.825,60
2026-04-28 03:00:00,4668.735,4675.675,4668.115,4670.765,60
2026-04-28 04:00:00,4670.715,4670.995,4666.135,4667.485,60
2026-04-28 05:00:00,4667.505,4667.835,4623.618,4631.795,60
2026-04-28 06:00:00,4631.805,4642.785,4623.145,4628.715,60
2026-04-28 07:00:00,4628.655,4639.195,4620.355,4633.035,60
2026-04-28 08:00:00,4632.925,4635.285,4614.535,4629.465,60
2026-04-28 09:00:00,4629.435,4629.875,4604.505,4604.755,60
2026-04-28 10:00:00,4604.415,4616.365,4603.115,4603.115,60
2026-04-28 11:00:00,4603.055,4608.655,4555.385,4562.375,60
2026-04-28 12:00:00,4562.535,4599.965,4554.675,4593.515,60
2026-04-28 13:00:00,4593.465,4594.395,4570.625,4580.305,60
2026-04-28 14:00:00,4580.225,4580.455,4557.085,4574.395,60
2026-04-28 15:00:00,4574.365,4586.325,4566.815,4586.215,60
2026-04-28 16:00:00,4586.215,4594.665,4577.655,4592.095,60
2026-04-28 17:00:00,4592.095,4601.245,4587.095,4594.565,60
2026-04-28 18:00:00,4594.585,4600.375,4591.875,4594.015,60
2026-04-28 19:00:00,4594.015,4599.755,4593.125,4595.385,60
2026-04-28 20:00:00,4595.425,4598.585,4590.925,4594.435,60
2026-04-28 22:00:00,4596.205,4599.515,4591.905,4593.585,60
2026-04-28 23:00:00,4593.585,4596.115,4587.745,4595.365,60
2026-04-29 00:00:00,4595.385,4610.195,4595.015,4600.045,60
2026-04-29 01:00:00,4600.015,4600.205,4575.825,4584.665,60
2026-04-29 02:00:00,4584.665,4603.905,4584.655,4593.565,60
2026-04-29 03:00:00,4593.565,4603.135,4591.885,4595.195,60
2026-04-29 04:00:00,4595.365,4605.505,4595.065,4604.635,60
2026-04-29 05:00:00,4604.635,4607.655,4590.365,4590.775,60
2026-04-29 06:00:00,4590.775,4598.545,4580.575,4584.325,60
2026-04-29 07:00:00,4584.325,4588.685,4567.125,4567.645,60
2026-04-29 08:00:00,4568.176,4576.635,4557.075,4572.995,60
2026-04-29 09:00:00,4573.025,4580.555,4551.445,4555.615,60
2026-04-29 10:00:00,4555.545,4576.425,4554.845,4569.745,60
2026-04-29 11:00:00,4569.715,4571.885,4559.105,4561.455,60
2026-04-29 12:00:00,4561.495,4568.845,4541.835,4544.745,60
2026-04-29 13:00:00,4544.855,4553.095,4509.875,4521.515,60
2026-04-29 14:00:00,4521.445,4542.555,4517.615,4539.195,60
2026-04-29 15:00:00,4539.105,4558.715,4536.085,4547.445,60
2026-04-29 16:00:00,4547.495,4564.715,4543.075,4545.235,60
2026-04-29 17:00:00,4545.245,4554.265,4541.465,4546.375,60
2026-04-29 18:00:00,4546.355,4552.775,4518.145,4537.915,60
2026-04-29 19:00:00,4537.945,4550.455,4533.045,4546.745,60
2026-04-29 20:00:00,4546.675,4553.465,4541.175,4543.425,60
2026-04-29 22:00:00,4543.185,4552.228,4539.075,4551.548,60
