detected_at,timeframe,zone_type,zone_top,zone_bottom,zone_height,atr_at_detection,close_at_detection,trend_1h,strength_1h,trend_5m,strength_5m,zone_5m_nearby,level_1h_nearby,confluence_score,result,move_favor,move_against,move_pips
2025-05-02T14:30:00+02:00,15m,supply,3269.34,3251.47,17.87,17.09,3233.42,,,bullish,0.248,False,True,1,respected,1.63,31.53,1.63
2025-05-02T16:00:00+02:00,15m,supply,3269.34,3251.47,17.87,16.24,3234.93,bullish,0.004,bearish,0.184,False,False,0,respected,1.25,30.02,1.25
2025-05-02T16:15:00+02:00,15m,supply,3269.34,3251.47,17.87,15.77,3248.0,,,bearish,0.265,False,False,0,respected,14.32,16.94,14.32
2025-05-02T16:30:00+02:00,15m,supply,3269.34,3251.47,17.87,15.99,3233.87,,,bearish,0.037,False,False,0,respected,0.09,31.08,0.09
2025-05-04T16:00:00+02:00,15m,demand,3248.07,3245.96,2.12,2.39,3252.31,bearish,0.109,bearish,0.181,False,False,0,broke,0.0,14.42,-14.42
2025-05-04T16:15:00+02:00,15m,demand,3248.07,3245.96,2.12,2.5,3248.56,,,bearish,0.006,False,False,0,broke,1.16,10.67,-10.67
2025-05-04T16:45:00+02:00,15m,supply,3248.07,3245.96,2.12,2.43,3243.26,,,bearish,0.088,False,False,0,broke,5.37,6.62,-6.62
2025-05-04T17:00:00+02:00,15m,supply,3248.07,3245.96,2.12,2.32,3244.98,bearish,0.406,bearish,0.121,False,False,1,broke,7.09,4.9,-4.9
2025-05-04T17:30:00+02:00,15m,supply,3248.07,3245.96,2.12,2.71,3237.89,,,bullish,0.235,False,True,1,broke,0.0,11.99,-11.99
2025-05-04T17:45:00+02:00,15m,supply,3248.07,3245.96,2.12,2.57,3237.89,,,bearish,0.015,False,True,1,broke,0.0,11.99,-11.99
2025-05-04T18:30:00+02:00,15m,supply,3248.07,3245.96,2.12,3.53,3242.29,,,bullish,0.007,False,True,1,broke,0.75,7.58,-7.58
2025-05-04T18:45:00+02:00,15m,supply,3248.07,3245.96,2.12,3.77,3245.81,,,bullish,0.043,False,True,1,broke,3.08,4.07,-4.07
2025-05-05T13:15:00+02:00,15m,demand,3303.61,3267.34,36.27,33.02,3337.99,,,bullish,0.043,False,True,1,respected,0.0,63.25,0.0
2025-05-05T13:30:00+02:00,15m,demand,3296.93,3277.77,19.16,32.16,3299.47,,,bearish,0.548,False,True,1,respected,37.58,24.73,37.58
2025-05-05T16:30:00+02:00,15m,demand,3306.7,3283.33,23.37,27.64,3330.63,,,bearish,0.505,False,True,1,respected,3.46,45.35,3.46
2025-05-06T13:00:00+02:00,15m,demand,3395.43,3364.51,30.92,30.18,3436.07,bearish,0.539,bullish,0.523,False,True,1,broke,0.0,112.71,-112.71
2025-05-06T13:15:00+02:00,15m,demand,3395.43,3364.51,30.92,28.33,3436.07,,,bearish,1.19,False,True,1,broke,0.0,112.71,-112.71
2025-05-06T13:30:00+02:00,15m,demand,3395.43,3364.51,30.92,29.76,3413.29,,,bearish,0.968,False,True,1,broke,22.78,89.93,-89.93
2025-05-06T14:15:00+02:00,15m,demand,3395.43,3364.51,30.92,36.89,3436.07,,,bearish,0.324,False,True,1,broke,0.0,112.71,-112.71
2025-05-06T14:30:00+02:00,15m,demand,3386.03,3342.35,43.68,36.69,3392.31,,,bullish,0.718,True,True,2,broke,28.13,68.95,-68.95
2025-05-07T14:00:00+02:00,15m,supply,3401.51,3388.8,12.71,11.46,3375.41,bearish,0.314,bullish,0.149,False,True,2,respected,2.57,26.1,2.57
2025-05-07T14:15:00+02:00,15m,supply,3401.51,3388.8,12.71,11.88,3384.19,,,bearish,0.02,False,True,1,respected,11.35,17.32,11.35
2025-05-07T15:30:00+02:00,15m,supply,3401.51,3388.8,12.71,11.16,3376.58,,,bullish,0.082,False,True,1,respected,3.74,24.93,3.74
2025-05-07T15:45:00+02:00,15m,supply,3401.51,3388.8,12.71,10.63,3374.05,,,bearish,0.567,False,True,1,respected,1.21,27.46,1.21
2025-05-07T18:15:00+02:00,15m,demand,3386.24,3372.84,13.4,11.22,3401.51,,,bearish,0.335,False,False,0,broke,0.0,41.25,-41.25
2025-05-07T18:30:00+02:00,15m,demand,3387.33,3375.34,11.98,10.52,3401.51,,,bearish,0.063,False,False,0,broke,0.0,41.25,-41.25
2025-05-08T13:00:00+02:00,15m,supply,3395.48,3362.26,33.22,35.0,3325.94,bearish,1.731,bearish,0.443,False,True,2,broke,37.06,86.66,-86.66
2025-05-08T13:15:00+02:00,15m,supply,3395.48,3362.26,33.22,34.0,3288.88,,,bullish,0.682,False,True,1,broke,0.0,123.72,-123.72
2025-05-08T13:30:00+02:00,15m,supply,3395.48,3362.26,33.22,34.16,3288.88,,,bearish,0.308,False,True,1,broke,0.0,123.72,-123.72
2025-05-08T13:45:00+02:00,15m,supply,3413.01,3370.54,42.47,36.88,3364.87,,,bullish,1.66,False,False,0,respected,75.99,47.73,75.99
2025-05-08T14:30:00+02:00,15m,supply,3398.26,3370.36,27.9,32.66,3332.77,,,bullish,0.775,False,False,0,broke,43.89,79.83,-79.83
2025-05-08T14:45:00+02:00,15m,supply,3398.26,3370.36,27.9,33.05,3355.45,,,bearish,0.76,False,False,0,broke,66.57,57.15,-57.15
2025-05-08T15:15:00+02:00,15m,supply,3398.26,3370.36,27.9,32.83,3351.04,,,bullish,0.632,False,False,0,broke,62.16,61.56,-61.56
2025-05-08T15:30:00+02:00,15m,demand,3360.46,3330.66,29.8,35.95,3401.24,,,bullish,0.675,False,True,1,broke,11.35,112.36,-112.36
2025-05-08T16:30:00+02:00,15m,supply,3395.48,3362.26,33.22,29.59,3333.49,,,bullish,1.556,False,True,1,broke,44.61,79.11,-79.11
2025-05-08T16:45:00+02:00,15m,supply,3395.48,3362.26,33.22,29.05,3350.81,,,bullish,0.591,False,True,1,broke,61.93,64.03,-64.03
2025-05-08T17:00:00+02:00,15m,demand,3360.46,3330.66,29.8,32.8,3408.2,bullish,0.596,bearish,0.319,False,True,2,broke,6.64,119.32,-119.32
2025-05-08T18:00:00+02:00,15m,supply,3360.46,3330.66,29.8,34.74,3288.88,bullish,0.357,bearish,0.297,True,True,2,broke,0.0,125.96,-125.96
2025-05-08T18:15:00+02:00,15m,supply,3395.48,3362.26,33.22,35.89,3331.38,,,bearish,1.001,False,True,1,broke,32.19,83.46,-83.46
2025-05-08T18:30:00+02:00,15m,demand,3360.46,3330.66,29.8,40.13,3397.94,,,bullish,0.926,False,True,1,broke,16.9,98.75,-98.75
2025-05-09T13:30:00+02:00,15m,demand,3317.23,3289.04,28.19,25.82,3322.33,,,bullish,0.432,True,True,2,broke,25.25,47.43,-47.43
2025-05-09T15:30:00+02:00,15m,demand,3321.23,3299.27,21.96,19.18,3341.28,,,bullish,0.146,False,True,1,broke,6.3,66.38,-66.38
2025-05-09T16:45:00+02:00,15m,demand,3321.23,3299.27,21.96,20.28,3347.58,,,bullish,0.23,False,True,1,broke,0.0,72.68,-72.68
2025-05-09T17:45:00+02:00,15m,supply,3321.23,3299.27,21.96,21.73,3274.9,,,bullish,0.243,False,True,1,broke,0.0,58.84,-58.84
2025-05-12T14:00:00+02:00,15m,supply,3276.73,3252.73,24.0,22.5,3246.26,bullish,1.076,bearish,0.681,True,False,1,respected,28.4,29.59,28.4
2025-05-12T14:15:00+02:00,15m,supply,3276.73,3252.73,24.0,24.26,3221.53,,,bearish,0.52,True,False,1,respected,3.66,54.32,3.66
2025-05-12T14:30:00+02:00,15m,supply,3276.73,3252.73,24.0,24.33,3238.34,,,bearish,0.221,True,False,1,respected,19.61,37.51,19.61
2025-05-12T15:00:00+02:00,15m,supply,3276.73,3252.73,24.0,25.8,3221.24,bullish,0.442,bullish,1.47,True,True,2,respected,1.75,54.61,1.75
2025-05-12T15:15:00+02:00,15m,supply,3276.73,3252.73,24.0,21.37,3239.36,,,bullish,0.999,True,False,1,respected,17.46,36.49,17.46
2025-05-12T15:30:00+02:00,15m,supply,3276.73,3252.73,24.0,22.2,3235.02,,,bearish,0.435,False,True,1,respected,13.13,40.83,13.13
2025-05-13T14:45:00+02:00,15m,demand,3236.81,3218.9,17.92,15.17,3255.87,,,bullish,0.934,False,True,1,respected,9.72,24.83,9.72
2025-05-13T15:00:00+02:00,15m,demand,3238.06,3218.9,19.16,16.39,3240.78,bearish,1.529,bearish,0.484,False,True,1,respected,24.81,9.75,24.81
2025-05-13T15:15:00+02:00,15m,demand,3236.81,3218.9,17.92,15.89,3256.99,,,bearish,0.175,False,True,1,respected,8.6,25.95,8.6
2025-05-13T15:30:00+02:00,15m,demand,3238.06,3218.9,19.16,16.02,3238.52,,,bearish,0.215,False,True,1,respected,27.07,7.48,27.07
2025-05-14T13:15:00+02:00,15m,supply,3250.49,3240.4,10.09,15.91,3225.08,,,bullish,0.06,False,True,1,respected,56.99,20.52,56.99
2025-05-14T13:30:00+02:00,15m,supply,3254.73,3238.91,15.82,16.51,3216.08,,,bearish,0.384,False,True,1,respected,47.99,29.53,47.99
2025-05-14T13:45:00+02:00,15m,supply,3254.73,3238.91,15.82,19.65,3168.09,,,bullish,0.674,False,True,1,respected,0.0,77.51,0.0
2025-05-14T14:15:00+02:00,15m,supply,3254.73,3238.91,15.82,24.34,3209.43,,,bullish,0.124,False,True,1,respected,14.27,20.92,14.27
2025-05-14T14:30:00+02:00,15m,supply,3254.73,3238.91,15.82,23.54,3215.52,,,bullish,1.271,False,True,1,respected,20.37,14.83,20.37
2025-05-14T14:45:00+02:00,15m,supply,3254.73,3238.91,15.82,22.95,3215.36,,,bearish,0.474,False,True,1,respected,29.84,14.99,29.84
2025-05-14T15:00:00+02:00,15m,supply,3254.73,3238.91,15.82,23.39,3206.85,bearish,0.82,bearish,1.189,False,True,2,respected,21.33,23.5,21.33
2025-05-14T15:15:00+02:00,15m,supply,3254.73,3238.91,15.82,23.4,3220.95,,,bullish,0.232,False,True,1,respected,35.43,9.4,35.43
2025-05-14T15:30:00+02:00,15m,supply,3254.73,3238.91,15.82,23.28,3216.43,,,bullish,0.196,False,True,1,respected,30.92,13.92,30.92
2025-05-14T15:45:00+02:00,15m,supply,3254.73,3238.91,15.82,21.26,3206.55,,,bearish,0.695,False,True,1,respected,21.63,23.79,21.63
2025-05-14T16:00:00+02:00,15m,supply,3254.73,3238.91,15.82,21.01,3218.15,bearish,1.02,bearish,0.183,False,True,2,respected,34.03,12.2,34.03
2025-05-14T16:15:00+02:00,15m,supply,3254.73,3238.91,15.82,21.0,3215.14,,,bullish,0.283,False,True,1,respected,31.02,15.21,31.02
2025-05-14T16:30:00+02:00,15m,supply,3254.73,3238.91,15.82,21.75,3227.73,,,bullish,0.866,False,True,1,respected,43.61,2.62,43.61
2025-05-15T13:00:00+02:00,15m,demand,3177.89,3133.31,44.58,39.6,3206.61,bullish,1.32,bullish,0.636,False,True,2,respected,35.54,53.87,35.54
2025-05-15T13:30:00+02:00,15m,demand,3177.89,3133.31,44.58,39.05,3223.31,,,bearish,2.769,False,True,1,respected,18.84,70.57,18.84
2025-05-16T15:00:00+02:00,15m,demand,3194.66,3170.55,24.11,27.12,3232.34,bullish,1.525,bearish,0.051,False,True,2,broke,12.32,77.95,-77.95
2025-05-16T15:15:00+02:00,15m,demand,3194.66,3170.55,24.11,28.36,3209.16,,,bearish,0.59,False,True,1,broke,35.5,54.77,-54.77
2025-05-16T16:15:00+02:00,15m,demand,3194.66,3170.55,24.11,29.43,3222.28,,,bearish,0.8,False,True,1,broke,22.38,56.59,-56.59
2025-05-16T16:45:00+02:00,15m,demand,3194.66,3170.55,24.11,28.21,3240.24,,,bullish,1.086,False,True,1,broke,4.42,74.55,-74.55
2025-05-16T17:00:00+02:00,15m,demand,3194.66,3170.55,24.11,27.22,3212.04,bearish,1.189,bearish,0.313,False,True,1,broke,32.62,46.35,-46.35
2025-05-18T13:00:00+02:00,15m,demand,3225.28,3210.64,14.64,16.32,3230.61,bullish,0.083,bullish,0.092,False,True,2,respected,14.56,16.91,14.56
2025-05-18T13:30:00+02:00,15m,demand,3229.47,3213.39,16.07,15.36,3244.89,,,bearish,0.22,True,True,2,respected,0.22,31.19,0.22
2025-05-18T13:45:00+02:00,15m,demand,3229.9,3218.26,11.64,14.9,3235.52,,,bullish,0.54,True,True,2,broke,8.04,21.82,-21.82
2025-05-18T14:00:00+02:00,15m,demand,3229.9,3218.26,11.64,13.66,3241.63,bearish,0.256,bullish,0.031,True,True,2,broke,3.56,27.94,-27.94
2025-05-19T15:15:00+02:00,15m,supply,3246.95,3231.21,15.74,13.77,3209.99,,,bullish,0.074,False,False,0,respected,0.42,27.71,0.42
2025-05-20T13:30:00+02:00,15m,demand,3247.46,3218.8,28.66,24.91,3274.61,,,bearish,1.198,True,True,2,broke,28.2,69.92,-69.92
2025-05-20T14:15:00+02:00,15m,supply,3272.8,3248.77,24.03,23.5,3204.69,,,bullish,0.227,False,False,0,broke,0.0,98.13,-98.13
2025-05-20T14:30:00+02:00,15m,supply,3270.5,3249.66,20.85,19.98,3204.69,,,bullish,0.821,False,False,0,broke,0.0,98.13,-98.13
2025-05-20T14:45:00+02:00,15m,demand,3254.53,3224.68,29.84,24.93,3288.25,,,bullish,0.155,True,True,2,respected,16.06,46.99,16.06
2025-05-20T15:00:00+02:00,15m,demand,3254.53,3224.68,29.84,25.19,3257.51,bullish,1.186,bullish,0.349,True,True,3,respected,46.8,16.25,46.8
2025-05-20T15:15:00+02:00,15m,demand,3252.75,3224.68,28.07,26.08,3279.19,,,bullish,0.279,True,True,2,respected,25.12,37.93,25.12
2025-05-20T15:30:00+02:00,15m,demand,3252.75,3224.68,28.07,27.52,3253.66,,,bearish,0.968,True,True,2,respected,50.65,12.4,50.65
2025-05-20T15:45:00+02:00,15m,demand,3254.53,3224.68,29.84,29.05,3283.63,,,bearish,0.079,True,True,2,respected,20.68,42.37,20.68
2025-05-20T16:00:00+02:00,15m,demand,3254.53,3224.68,29.84,27.88,3288.35,bullish,1.017,bullish,0.74,True,True,3,respected,15.96,47.09,15.96
2025-05-20T16:15:00+02:00,15m,demand,3254.53,3224.68,29.84,26.04,3289.65,,,bullish,0.317,False,True,1,respected,14.66,48.39,14.66
2025-05-20T16:30:00+02:00,15m,demand,3272.08,3241.21,30.87,26.19,3297.3,,,bearish,1.114,False,False,0,respected,7.01,56.03,7.01
2025-05-20T16:45:00+02:00,15m,demand,3272.08,3241.21,30.87,26.83,3275.7,,,bearish,0.916,False,False,0,respected,28.61,34.44,28.61
2025-05-20T17:00:00+02:00,15m,demand,3272.08,3241.21,30.87,26.1,3293.6,bearish,2.866,bullish,0.917,True,False,1,respected,10.71,52.34,10.71
2025-05-20T17:15:00+02:00,15m,demand,3272.08,3241.21,30.87,26.12,3300.94,,,bullish,0.113,True,False,1,respected,3.37,59.68,3.37
2025-05-20T18:00:00+02:00,15m,supply,3302.6,3274.94,27.66,27.43,3247.08,bearish,2.444,bullish,0.942,False,True,2,respected,5.82,57.23,5.82
2025-05-20T18:30:00+02:00,15m,supply,3302.6,3274.94,27.66,25.69,3248.84,,,bearish,0.841,False,True,1,respected,7.58,55.47,7.58
2025-05-20T18:45:00+02:00,15m,supply,3302.6,3274.94,27.66,24.46,3245.37,,,bearish,0.01,False,True,1,respected,4.11,58.94,4.11
2025-05-21T13:00:00+02:00,15m,demand,3299.45,3287.99,11.46,12.59,3312.97,bullish,0.515,bullish,0.51,True,False,2,broke,11.97,27.34,-27.34
2025-05-21T13:15:00+02:00,15m,demand,3302.79,3292.1,10.69,12.59,3315.56,,,bullish,0.327,True,False,1,broke,9.38,29.93,-29.93
2025-05-21T13:30:00+02:00,15m,demand,3299.45,3287.99,11.46,13.27,3305.23,,,bearish,0.163,True,False,1,broke,19.71,19.6,-19.6
2025-05-21T14:15:00+02:00,15m,demand,3299.45,3287.99,11.46,14.64,3314.49,,,bearish,0.365,True,True,2,broke,10.45,28.86,-28.86
2025-05-21T14:30:00+02:00,15m,demand,3309.16,3293.68,15.48,14.3,3324.94,,,bullish,0.048,True,True,2,broke,0.0,39.31,-39.31
2025-05-21T14:45:00+02:00,15m,demand,3309.16,3293.68,15.48,14.0,3323.36,,,bullish,0.234,True,True,2,broke,0.46,37.73,-37.73
2025-05-21T15:00:00+02:00,15m,demand,3302.79,3292.1,10.69,14.16,3306.64,bearish,0.407,bearish,0.129,True,True,2,broke,18.3,21.01,-21.01
2025-05-22T13:00:00+02:00,15m,supply,3324.14,3300.62,23.52,20.85,3293.2,bearish,1.077,bullish,0.085,True,True,3,broke,7.85,34.73,-34.73
2025-05-23T13:15:00+02:00,15m,demand,3307.66,3287.2,20.46,17.93,3331.41,,,bearish,0.706,False,False,0,respected,18.96,28.42,18.96
2025-05-23T17:45:00+02:00,15m,demand,3337.19,3327.35,9.85,11.25,3349.02,,,bearish,0.007,False,False,0,broke,16.95,61.82,-61.82
2025-05-23T18:30:00+02:00,15m,supply,3337.19,3327.35,9.85,13.87,3309.34,,,bearish,0.122,False,False,0,broke,22.14,56.63,-56.63
2025-05-25T14:45:00+02:00,15m,supply,3355.37,3351.14,4.23,3.73,3349.85,,,bearish,0.085,False,False,0,respected,8.37,2.23,8.37
